Date,Air Temp (F),Rel Hum (%),Wind Speed (mph),FWI
2016-01-05 15:00:00,53.672,94.94,13.287780000000001,4.981426901258715
2016-01-05 16:00:00,51.098,93.75,12.661420000000001,5.208621807722502
2016-01-05 17:00:00,48.434,95.44,10.581010000000001,3.670984025318652
2016-01-05 18:00:00,47.228,97.0,8.63482,2.5072235612294578
2016-01-05 19:00:00,47.336,96.81,7.89661,2.350428783355855
2016-01-05 20:00:00,47.156,96.56,8.366380000000001,2.558563115341371
2016-01-05 21:00:00,47.264,96.06,9.30592,3.0075035964710697
2016-01-05 22:00:00,47.084,95.56,9.90991,3.370673950236261
2016-01-05 23:00:00,46.778000000000006,95.5,10.021760000000002,3.4230458938692685
2016-01-06 00:00:00,46.903999999999996,94.5,10.62575,4.002694446844951
2016-01-06 01:00:00,46.958,94.0,10.75997,4.242729721986023
2016-01-06 02:00:00,46.903999999999996,93.88,10.245460000000001,4.083617590449194
2016-01-06 03:00:00,46.688,93.81,9.6191,3.855645546143542
2016-01-06 04:00:00,46.49,94.06,8.74667,3.429338742997517
2016-01-06 05:00:00,46.328,94.06,8.25453,3.236118070623382
2016-01-06 06:00:00,46.094,93.94,7.8295,3.1011531938883254
2016-01-06 07:00:00,46.922,92.69,7.583430000000001,3.352826410991488
2016-01-06 08:00:00,48.56,87.94,8.81378,5.39978981101694
2016-01-06 09:00:00,50.054,82.75,10.312570000000001,8.236185565093633
2016-01-06 10:00:00,51.782,76.12,11.96795,12.333299432632055
2016-01-06 11:00:00,52.016,75.06,13.22067,14.088939908357128
2016-01-06 12:00:00,51.224000000000004,81.12,13.8694,11.885234814649033
2016-01-06 13:00:00,50.666,88.94,13.91414,8.066570736430256
2016-01-06 14:00:00,50.918,93.19,13.533850000000001,5.826510586953852
2016-01-06 15:00:00,51.512,93.81,12.840380000000001,5.26601334518018
2016-01-06 16:00:00,51.17,95.12,11.140260000000001,4.052196721479553
2016-01-06 17:00:00,50.09,96.88,9.66384,2.89999821209329
2016-01-06 18:00:00,48.614000000000004,97.12,8.7243,2.520936483402466
2016-01-06 19:00:00,47.336,94.44,7.672910000000001,2.925195184420292
2016-01-06 20:00:00,46.58,92.5,6.711,3.014261840488978
2016-01-06 21:00:00,46.274,93.88,6.554410000000001,2.6213875644214752
2016-01-06 22:00:00,46.274,94.69,7.404470000000001,2.74280164344391
2016-01-06 23:00:00,46.418,95.81,8.32164,2.7517501729206795
2016-01-07 00:00:00,47.336,97.25,9.3954,2.644815085607802
2016-01-07 01:00:00,48.524,98.12,11.27448,2.8512559702376
2016-01-07 02:00:00,49.64,98.0,13.712810000000001,3.5524995632678302
2016-01-07 03:00:00,50.414,97.06,14.94316,4.386074065605388
2016-01-07 04:00:00,50.288,95.81,14.786570000000001,4.9843351705116214
2016-01-07 05:00:00,49.370000000000005,94.12,13.33252,5.261031691374624
2016-01-07 06:00:00,48.326,92.94,11.27448,4.89621126159249
2016-01-07 07:00:00,47.534000000000006,90.56,10.111239999999999,5.22557486029283
2016-01-07 08:00:00,47.822,85.25,10.7376,7.568234620711052
2016-01-07 09:00:00,48.542,79.19,11.07315,10.170939953962526
2016-01-07 10:00:00,49.622,73.94,11.475810000000001,12.589791700076841
2016-01-07 11:00:00,50.522,70.38,12.348239999999999,14.947729605342147
2016-01-07 12:00:00,50.306,70.56,13.15356,15.83724876834375
2016-01-07 13:00:00,49.82,71.56,13.8694,16.25127674631727
2016-01-07 14:00:00,49.1,74.0,13.91414,15.200521973961337
2016-01-07 15:00:00,47.480000000000004,81.06,12.639050000000001,10.74658287014271
2016-01-07 16:00:00,46.076,88.12,10.424420000000001,6.24985909723689
2016-01-07 17:00:00,45.68,91.69,9.70858,4.593622879520635
2016-01-07 18:00:00,45.518,92.56,9.73095,4.303015792479567
2016-01-07 19:00:00,45.464,92.38,8.79141,3.9467812029235794
2016-01-07 20:00:00,45.230000000000004,92.62,7.3821,3.2567193485678296
2016-01-07 21:00:00,44.492000000000004,93.31,6.2636,2.61017815013664
2016-01-07 22:00:00,43.988,94.19,5.70435,2.199309424284375
2016-01-07 23:00:00,43.916,94.19,5.61487,2.164988635560296
2016-01-08 00:00:00,43.052,96.06,5.1451,1.6388241979970293
2016-01-08 01:00:00,42.368,97.0,4.80955,1.3682026973841999
2016-01-08 02:00:00,42.134,96.31,4.72007,1.4574995817201812
2016-01-08 03:00:00,41.864000000000004,95.19,4.58585,1.5982554631132573
2016-01-08 04:00:00,40.784,94.88,4.048970000000001,1.4558471787794158
2016-01-08 05:00:00,38.984,96.19,3.6239400000000006,1.1271516413868166
2016-01-08 06:00:00,38.102000000000004,96.19,3.33313,1.0370999559509984
2016-01-08 07:00:00,41.54,90.19,3.01995,1.6356602441278907
2016-01-08 08:00:00,46.364000000000004,79.94,4.80955,4.340645961219628
2016-01-08 09:00:00,49.01,70.69,5.63724,6.8315120821965465
2016-01-08 10:00:00,51.818,60.12,6.01753,8.989922794733872
2016-01-08 11:00:00,53.816,53.56,6.375450000000001,10.237322526045945
2016-01-08 12:00:00,54.752,51.31,6.95707,11.331780622920105
2016-01-08 13:00:00,54.842,50.94,7.51632,12.250846717256344
2016-01-08 14:00:00,54.086,52.19,7.51632,12.149234033717626
2016-01-08 15:00:00,52.304,56.5,6.9347,10.79846307071468
2016-01-08 16:00:00,47.336,74.31,3.6239400000000006,4.041517473759832
2016-01-08 17:00:00,43.556,83.88,2.70677,2.1348881875679107
2016-01-08 18:00:00,42.548,86.69,2.37122,1.644507613008872
2016-01-08 19:00:00,41.828,88.94,2.12515,1.3118217778106889
2016-01-08 20:00:00,41.648,89.12,1.85671,1.163756933282897
2016-01-08 21:00:00,41.72,88.19,1.40931,1.010164220292657
2016-01-08 22:00:00,41.612,87.75,1.07376,0.8800034695707238
2016-01-08 23:00:00,41.144,88.19,0.80532,0.7489077139238881
2016-01-09 00:00:00,41.594,85.75,0.82769,0.8694581087236074
2016-01-09 01:00:00,41.936,83.19,1.14087,1.1531681251471986
2016-01-09 02:00:00,42.224000000000004,80.81,1.16324,1.2938429439963
2016-01-09 03:00:00,42.17,80.06,0.80532,1.115964250972058
2016-01-09 04:00:00,41.972,80.12,0.55925,0.9929290686384
2016-01-09 05:00:00,41.342,81.0,0.78295,1.0601603796385015
